"time","t","rh","ws","wd","pc","p","date","day"
2022-08-15 01:00:00,19.9,70,1.82,171,0,1007.92,2022-08-15,11
2022-08-15 02:00:00,19.76,73,2.41,180,0,1008.04,2022-08-15,11
2022-08-15 03:00:00,20.27,72,2.76,191,0,1008.17,2022-08-15,11
2022-08-15 04:00:00,21.34,68,4.04,212,0,1008.36,2022-08-15,11
2022-08-15 05:00:00,22.55,61,3.23,211,0,1008.57,2022-08-15,11
2022-08-15 06:00:00,23.7,54,4.67,218,0,1008.77,2022-08-15,11
2022-08-15 07:00:00,24.89,47,5.03,223,0,1009.03,2022-08-15,11
2022-08-15 08:00:00,26.49,42,4.1,222,0,1009.28,2022-08-15,11
2022-08-15 09:00:00,28.36,37,3.9,219,0,1009.33,2022-08-15,11
2022-08-15 10:00:00,30.14,33,3.78,212,0,1009.05,2022-08-15,11
2022-08-15 11:00:00,31.67,30,3.52,209,0,1008.56,2022-08-15,11
2022-08-15 12:00:00,32.37,25,2.99,221,0,1008.01,2022-08-15,11
2022-08-15 13:00:00,32.34,25,2.62,278,0,1007.38,2022-08-15,11
2022-08-15 14:00:00,31.43,24,2.72,276,0,1006.69,2022-08-15,11
2022-08-15 15:00:00,30.33,24,2.73,273,0,1006.16,2022-08-15,11
2022-08-15 16:00:00,28.92,26,2.58,250,0,1005.85,2022-08-15,11
2022-08-15 17:00:00,27.38,31,5.95,175,0,1005.71,2022-08-15,11
2022-08-15 18:00:00,25.87,41,5.5,174,0,1005.81,2022-08-15,11
2022-08-15 19:00:00,24.66,47,5.56,174,0,1006.3,2022-08-15,11
2022-08-15 20:00:00,23.73,52,5.85,172,0,1007.02,2022-08-15,11
2022-08-15 21:00:00,22.96,57,5.95,171,0,1007.64,2022-08-15,11
2022-08-15 22:00:00,22.28,63,4.84,167,0,1008.04,2022-08-15,11
2022-08-15 23:00:00,21.27,66,3.93,163,0,1008.33,2022-08-15,11
2022-08-16 00:00:00,20.27,76,3.58,158,0,1008.45,2022-08-16,12
2022-08-16 01:00:00,19.44,81,3.22,153,0,1008.29,2022-08-16,12
2022-08-16 02:00:00,19.39,84,2.78,154,0,1007.95,2022-08-16,12
2022-08-16 03:00:00,20.03,83,2.3,152,0,1007.69,2022-08-16,12
2022-08-16 04:00:00,21.76,78,1.42,144,0,1007.6,2022-08-16,12
2022-08-16 05:00:00,24.43,71,0.99,139,0,1007.58,2022-08-16,12
2022-08-16 06:00:00,27.31,63,1.71,152,0,1007.59,2022-08-16,12
2022-08-16 07:00:00,29.26,57,2.86,169,0,1007.67,2022-08-16,12
2022-08-16 08:00:00,30.28,51,3.64,177,0,1007.77,2022-08-16,12
2022-08-16 09:00:00,30.81,46,3.92,175,0,1007.77,2022-08-16,12
2022-08-16 10:00:00,31.25,43,3.48,177,0,1007.59,2022-08-16,12
2022-08-16 11:00:00,31.69,42,3.74,176,0,1007.31,2022-08-16,12
2022-08-16 12:00:00,31.47,37,3.68,180,0,1006.98,2022-08-16,12
2022-08-16 13:00:00,30.71,40,3.59,189,0,1006.56,2022-08-16,12
2022-08-16 14:00:00,29.19,45,3.23,188,3.2,1006.1,2022-08-16,12
2022-08-16 15:00:00,27.72,49,3.04,179,0,1005.75,2022-08-16,12
2022-08-16 16:00:00,26.39,54,2.84,178,0,1005.58,2022-08-16,12
2022-08-16 17:00:00,25.32,56,3.76,164,0,1005.53,2022-08-16,12
2022-08-16 18:00:00,24.43,57,3.7,155,0,1005.6,2022-08-16,12
2022-08-16 19:00:00,23.66,57,3.52,159,0,1005.84,2022-08-16,12
2022-08-16 20:00:00,22.91,62,3.34,154,0,1006.21,2022-08-16,12
2022-08-16 21:00:00,22.12,67,2.42,152,0,1006.57,2022-08-16,12
2022-08-16 22:00:00,21.26,71,1.89,152,0,1006.89,2022-08-16,12
2022-08-16 23:00:00,20.11,72,2.3,156,0,1007.2,2022-08-16,12
2022-08-17 00:00:00,19.03,77,3,164,0,1007.48,2022-08-17,13
2022-08-17 01:00:00,18.23,81,3.34,192,0,1007.68,2022-08-17,13
2022-08-17 02:00:00,18.15,82,3.17,202,0,1007.85,2022-08-17,13
2022-08-17 03:00:00,18.72,80,2.31,223,0,1008.06,2022-08-17,13
2022-08-17 04:00:00,20.86,74,1.73,247,0,1008.35,2022-08-17,13
2022-08-17 05:00:00,24.41,67,1.61,270,0,1008.68,2022-08-17,13
2022-08-17 06:00:00,28.07,59,2.19,275,0,1009.02,2022-08-17,13
2022-08-17 07:00:00,29.63,52,2.69,277,0,1009.43,2022-08-17,13
2022-08-17 08:00:00,29.52,46,3.05,284,0,1009.85,2022-08-17,13
2022-08-17 09:00:00,29.05,41,4.45,289,0,1010.03,2022-08-17,13
2022-08-17 10:00:00,29.36,36,4.09,297,0,1009.81,2022-08-17,13
2022-08-17 11:00:00,30.2,33,3.98,299,0,1009.35,2022-08-17,13
2022-08-17 12:00:00,30.71,26,3.65,304,0,1008.87,2022-08-17,13
2022-08-17 13:00:00,30.3,27,3.18,292,0,1008.4,2022-08-17,13
2022-08-17 14:00:00,29.19,28,2.87,283,0,1007.91,2022-08-17,13
2022-08-17 15:00:00,28.05,28,3.32,282,0,1007.6,2022-08-17,13
2022-08-17 16:00:00,26.91,29,3.53,283,0,1007.47,2022-08-17,13
2022-08-17 17:00:00,25.83,29,3.35,273,0,1007.51,2022-08-17,13
2022-08-17 18:00:00,24.77,30,2.96,272,0,1007.85,2022-08-17,13
2022-08-17 19:00:00,23.7,32,5.01,310,0,1008.7,2022-08-17,13
2022-08-17 20:00:00,22.58,35,5.64,307,0,1009.85,2022-08-17,13
2022-08-17 21:00:00,21.36,39,4.35,301,0,1010.86,2022-08-17,13
2022-08-17 22:00:00,20.06,43,4.08,282,0,1011.58,2022-08-17,13
2022-08-17 23:00:00,18.58,47,4.05,275,0,1012.15,2022-08-17,13
2022-08-18 00:00:00,18.19,51,4.23,265,0,1012.54,2022-08-18,14
2022-08-18 01:00:00,16.88,55,3.03,263,0,1012.63,2022-08-18,14
2022-08-18 02:00:00,16.15,58,3.23,263,0,1012.53,2022-08-18,14
2022-08-18 03:00:00,16.17,58,3.34,261,0,1012.55,2022-08-18,14
2022-08-18 04:00:00,16.88,57,2.98,259,0,1012.84,2022-08-18,14
2022-08-18 05:00:00,18.2,53,2.65,265,0,1013.25,2022-08-18,14
2022-08-18 06:00:00,19.87,49,2.97,270,0,1013.6,2022-08-18,14
2022-08-18 07:00:00,21.69,45,3.97,283,0,1013.87,2022-08-18,14
2022-08-18 08:00:00,23.43,40,4.01,284,0,1014.08,2022-08-18,14
2022-08-18 09:00:00,24.99,37,4.22,286,0,1014.1,2022-08-18,14
2022-08-18 10:00:00,26.23,34,4.84,296,0,1013.81,2022-08-18,14
2022-08-18 11:00:00,27.2,32,5.36,300,0,1013.33,2022-08-18,14
2022-08-18 12:00:00,27.47,31,5.2,307,0,1012.87,2022-08-18,14
2022-08-18 13:00:00,27.11,33,5.23,313,0,1012.43,2022-08-18,14
2022-08-18 14:00:00,26.06,35,5.04,313,0,1012.02,2022-08-18,14
2022-08-18 15:00:00,24.86,36,4.76,312,0,1011.89,2022-08-18,14
2022-08-18 16:00:00,23.63,42,4.29,311,0,1012.17,2022-08-18,14
2022-08-18 17:00:00,22.52,44,4.33,303,0,1012.73,2022-08-18,14
2022-08-18 18:00:00,21.54,43,5.99,297,0,1013.42,2022-08-18,14
2022-08-18 19:00:00,20.68,42,4.94,285,0,1014.3,2022-08-18,14
2022-08-18 20:00:00,19.87,44,5.1,282,0,1015.32,2022-08-18,14
2022-08-18 21:00:00,19.04,46,4.2,286,0,1016.17,2022-08-18,14
2022-08-18 22:00:00,18.15,49,4.08,275,0,1016.74,2022-08-18,14
2022-08-18 23:00:00,17.17,51,4,271,0,1017.15,2022-08-18,14
2022-08-19 00:00:00,16.21,58,3.14,273,0,1017.45,2022-08-19,15
2022-08-19 01:00:00,15.44,61,2.2,252,0,1017.6,2022-08-19,15
2022-08-19 02:00:00,15.06,64,1.65,294,0,1017.65,2022-08-19,15
2022-08-19 03:00:00,15.24,64,1.41,280,0,1017.82,2022-08-19,15
2022-08-19 04:00:00,16.02,62,2.07,270,0,1018.27,2022-08-19,15
2022-08-19 05:00:00,18.66,58,1.98,261,0,1018.84,2022-08-19,15
2022-08-19 06:00:00,22.94,53,2.67,260,0,1019.28,2022-08-19,15
2022-08-19 07:00:00,27.4,48,3.19,263,0,1019.54,2022-08-19,15
2022-08-19 08:00:00,30.6,43,3.15,267,0,1019.68,2022-08-19,15
2022-08-19 09:00:00,29.08,39,3.4,267,0,1019.62,2022-08-19,15
2022-08-19 10:00:00,28.41,35,3.47,271,0,1019.3,2022-08-19,15
2022-08-19 11:00:00,28.26,31,4.04,274,0,1018.78,2022-08-19,15
2022-08-19 12:00:00,28.08,32,2.66,276,0,1018.22,2022-08-19,15
2022-08-19 13:00:00,27.71,31,2.57,277,0,1017.59,2022-08-19,15
2022-08-19 14:00:00,27.34,31,3.01,270,0,1016.92,2022-08-19,15
2022-08-19 15:00:00,26.86,31,2.27,268,0,1016.41,2022-08-19,15
2022-08-19 16:00:00,26.09,31,2.66,270,0,1016.1,2022-08-19,15
2022-08-19 17:00:00,25.24,32,2.12,264,0,1015.94,2022-08-19,15
2022-08-19 18:00:00,24.35,32,2.02,251,0,1016.03,2022-08-19,15
2022-08-19 19:00:00,23.49,33,2.18,197,0,1016.51,2022-08-19,15
2022-08-19 20:00:00,22.54,35,4.74,181,0,1017.24,2022-08-19,15
2022-08-19 21:00:00,21.56,38,5.55,174,0,1017.84,2022-08-19,15
2022-08-19 22:00:00,20.67,41,5.78,171,0,1018.16,2022-08-19,15
2022-08-19 23:00:00,19.85,45,5.39,175,0,1018.34,2022-08-19,15
2022-08-20 00:00:00,19.17,50,4.96,180,0,1018.49,2022-08-20,16
2022-08-20 01:00:00,18.48,53,3.69,180,0,1018.62,2022-08-20,16
2022-08-20 02:00:00,17.95,56,3.02,175,0,1018.7,2022-08-20,16
2022-08-20 03:00:00,17.84,58,2.57,178,0,1018.8,2022-08-20,16
2022-08-20 04:00:00,18.47,57,2.02,189,0,1018.92,2022-08-20,16
2022-08-20 05:00:00,19.93,53,2.4,192,0,1019.06,2022-08-20,16
2022-08-20 06:00:00,21.86,47,2.66,197,0,1019.19,2022-08-20,16
2022-08-20 07:00:00,24.04,41,4.3,205,0,1019.38,2022-08-20,16
2022-08-20 08:00:00,26.14,36,3.95,213,0,1019.56,2022-08-20,16
2022-08-20 09:00:00,28.12,32,2.8,223,0,1019.56,2022-08-20,16
2022-08-20 10:00:00,29.72,29,3.11,227,0,1019.31,2022-08-20,16
2022-08-20 11:00:00,30.73,26,3.08,224,0,1018.88,2022-08-20,16
2022-08-20 12:00:00,31.2,27,2.94,222,0,1018.27,2022-08-20,16
2022-08-20 13:00:00,31.28,26,2.69,272,0,1017.35,2022-08-20,16
2022-08-20 14:00:00,31.15,25,2.74,270,0,1016.25,2022-08-20,16
2022-08-20 15:00:00,30.7,25,3.35,267,0,1015.36,2022-08-20,16
2022-08-20 16:00:00,29.72,27,2.65,261,0,1014.78,2022-08-20,16
2022-08-20 17:00:00,28.36,30,3.71,216,0,1014.4,2022-08-20,16
2022-08-20 18:00:00,26.75,34,5.23,192,0,1014.3,2022-08-20,16
2022-08-20 19:00:00,25.26,40,5.63,177,0,1014.61,2022-08-20,16
2022-08-20 20:00:00,24.02,45,6.54,170,0,1015.19,2022-08-20,16
2022-08-20 21:00:00,23.07,49,6.87,168,0,1015.67,2022-08-20,16
2022-08-20 22:00:00,22.28,52,6.5,172,0,1015.91,2022-08-20,16
2022-08-20 23:00:00,21.81,55,4.26,167,0,1016.04,2022-08-20,16
2022-08-21 00:00:00,21.21,60,3.36,159,0,1016.08,2022-08-21,17
2022-08-21 01:00:00,20.85,62,2.44,118,0,1015.97,2022-08-21,17
2022-08-21 02:00:00,20.38,62,1.9,130,0,1015.77,2022-08-21,17
2022-08-21 03:00:00,20.39,60,1.37,177,0,1015.66,2022-08-21,17
2022-08-21 04:00:00,21.16,59,1.48,212,0,1015.75,2022-08-21,17
2022-08-21 05:00:00,22.74,56,1.8,205,0,1015.94,2022-08-21,17
2022-08-21 06:00:00,24.7,52,2.8,207,0,1016.09,2022-08-21,17
2022-08-21 07:00:00,26.84,47,2.98,233,0,1016.2,2022-08-21,17
2022-08-21 08:00:00,28.87,41,2.4,256,0,1016.27,2022-08-21,17
2022-08-21 09:00:00,30.74,36,2.68,258,0,1016.13,2022-08-21,17
2022-08-21 10:00:00,32.2,31,2.5,268,0,1015.67,2022-08-21,17
2022-08-21 11:00:00,33.51,28,2.49,270,0,1015,2022-08-21,17
2022-08-21 12:00:00,34.18,24,2.89,273,0,1014.25,2022-08-21,17
2022-08-21 13:00:00,34.37,24,3.65,295,0,1013.37,2022-08-21,17
2022-08-21 14:00:00,33.75,23,3.96,300,0,1012.41,2022-08-21,17
2022-08-21 15:00:00,32.8,23,4.47,297,0,1011.65,2022-08-21,17
2022-08-21 16:00:00,31.42,24,5.13,305,0,1011.16,2022-08-21,17
2022-08-21 17:00:00,29.93,26,4.83,313,0,1010.88,2022-08-21,17
2022-08-21 18:00:00,28.47,29,3.77,308,0,1010.91,2022-08-21,17
2022-08-21 19:00:00,27.18,32,1.78,257,0,1011.46,2022-08-21,17
2022-08-21 20:00:00,25.92,37,3.63,179,0,1012.34,2022-08-21,17
2022-08-21 21:00:00,24.71,42,5.05,178,0,1013.02,2022-08-21,17
2022-08-21 22:00:00,23.63,47,4.64,177,0,1013.3,2022-08-21,17
2022-08-21 23:00:00,22.5,50,4.59,178,0,1013.39,2022-08-21,17
2022-08-22 00:00:00,19.25,46,4.58,202,0,1013.45,2022-08-22,18
2022-08-22 01:00:00,18.77,46,3.68,221,0,1013.49,2022-08-22,18
2022-08-22 02:00:00,18.66,47,3.12,243,0,1013.5,2022-08-22,18
2022-08-22 03:00:00,18.71,49,3.2,270,0,1013.61,2022-08-22,18
2022-08-22 04:00:00,19.51,48,3.37,294,0,1013.93,2022-08-22,18
2022-08-22 05:00:00,21.11,45,2.29,283,0,1014.35,2022-08-22,18
2022-08-22 06:00:00,22.99,41,2.95,283,0,1014.66,2022-08-22,18
2022-08-22 07:00:00,24.86,39,3.35,279,0,1014.79,2022-08-22,18
2022-08-22 08:00:00,26.63,36,3.32,266,0,1014.81,2022-08-22,18
2022-08-22 09:00:00,28.35,34,4.62,268,0,1014.67,2022-08-22,18
2022-08-22 10:00:00,29.88,32,4.2,270,0,1014.32,2022-08-22,18
2022-08-22 11:00:00,31.29,30,4.26,270,0,1013.81,2022-08-22,18
2022-08-22 12:00:00,32.05,29,3.29,274,0,1013.21,2022-08-22,18
2022-08-22 13:00:00,32.3,31,2.68,284,0,1012.44,2022-08-22,18
2022-08-22 14:00:00,31.78,31,1.95,266,0,1011.59,2022-08-22,18
2022-08-22 15:00:00,30.94,30,1.93,253,0,1010.94,2022-08-22,18
2022-08-22 16:00:00,29.65,33,1.02,237,0,1010.56,2022-08-22,18
2022-08-22 17:00:00,28.16,39,1.77,198,0,1010.39,2022-08-22,18
2022-08-22 18:00:00,26.69,40,4.41,156,0,1010.52,2022-08-22,18
2022-08-22 19:00:00,25.48,47,5.58,165,0,1011.11,2022-08-22,18
2022-08-22 20:00:00,24.49,50,6.52,169,0,1012,2022-08-22,18
2022-08-22 21:00:00,23.6,51,5.55,176,0,1012.78,2022-08-22,18
2022-08-22 22:00:00,22.76,49,4.27,194,0,1013.32,2022-08-22,18
2022-08-22 23:00:00,21.7,50,3.5,218,0,1013.75,2022-08-22,18
2022-08-23 00:00:00,19.45,58,3.39,221,0,1014.06,2022-08-23,19
2022-08-23 01:00:00,18.93,63,3.41,206,0,1014.19,2022-08-23,19
2022-08-23 02:00:00,18.91,65,3.07,194,0,1014.21,2022-08-23,19
2022-08-23 03:00:00,19.15,64,3.02,195,0,1014.28,2022-08-23,19
2022-08-23 04:00:00,20.07,63,2.8,195,0,1014.49,2022-08-23,19
2022-08-23 05:00:00,21.65,60,2.82,197,0,1014.75,2022-08-23,19
2022-08-23 06:00:00,23.48,53,3.11,204,0,1014.99,2022-08-23,19
2022-08-23 07:00:00,25.33,48,4.02,225,0,1015.26,2022-08-23,19
2022-08-23 08:00:00,27.03,44,3.77,235,0,1015.5,2022-08-23,19
2022-08-23 09:00:00,28.63,41,2.39,236,0,1015.52,2022-08-23,19
2022-08-23 10:00:00,29.99,37,2.53,232,0,1015.2,2022-08-23,19
2022-08-23 11:00:00,30.86,35,2.41,221,0,1014.65,2022-08-23,19
2022-08-23 12:00:00,31.32,35,2.87,208,0,1014,2022-08-23,19
2022-08-23 13:00:00,31.47,35,2.76,239,0,1013.19,2022-08-23,19
2022-08-23 14:00:00,31.39,34,2.42,234,0,1012.28,2022-08-23,19
2022-08-23 15:00:00,30.81,36,2.82,220,0,1011.62,2022-08-23,19
2022-08-23 16:00:00,29.44,40,4.64,204,0,1011.32,2022-08-23,19
2022-08-23 17:00:00,27.64,47,5.79,190,0,1011.27,2022-08-23,19
2022-08-23 18:00:00,25.87,54,5.59,181,0,1011.48,2022-08-23,19
2022-08-23 19:00:00,24.66,59,5.77,177,0,1012.08,2022-08-23,19
2022-08-23 20:00:00,23.94,61,6.65,175,0,1012.93,2022-08-23,19
2022-08-23 21:00:00,23.41,62,6.54,171,0,1013.62,2022-08-23,19
2022-08-23 22:00:00,22.86,64,5.24,167,0,1013.99,2022-08-23,19
2022-08-23 23:00:00,22.24,65,4,162,0,1014.19,2022-08-23,19
2022-08-24 00:00:00,21.31,66,3.82,160,0,1014.29,2022-08-24,20
2022-08-24 01:00:00,20.93,70,2.68,154,0,1014.26,2022-08-24,20
2022-08-24 02:00:00,20.76,71,2.11,154,0,1014.12,2022-08-24,20
2022-08-24 03:00:00,20.96,70,2.36,153,0,1014.06,2022-08-24,20
2022-08-24 04:00:00,21.83,68,2.41,160,0,1014.16,2022-08-24,20
2022-08-24 05:00:00,23.48,64,2.35,159,0,1014.33,2022-08-24,20
2022-08-24 06:00:00,25.61,56,3.18,156,0,1014.46,2022-08-24,20
2022-08-24 07:00:00,27.96,49,2.44,152,0,1014.56,2022-08-24,20
2022-08-24 08:00:00,30.18,41,1.17,164,0,1014.63,2022-08-24,20
2022-08-24 09:00:00,32.02,37,2.21,182,0,1014.52,2022-08-24,20
2022-08-24 10:00:00,33.24,33,3.29,179,0,1014.12,2022-08-24,20
